STORMNET_ID,total_acres,perc_ROW,perc_SWE
STMN0564046564,1.585008,28.27,1.46
STMN0564046574,28.434504,4.86,12.82
STMN0564046845,40.467027,5.94,16.13
STMN0564047265,25.384946,0,5.48
STMN0564047435,2.910737,33.75,1.76
STMN0564053006,2.599936,0,13.89
STMN0571068190,6.369694,0,16.65
STMN0573435644,1.380971,29.54,4.67
STMN0573435701,19.885528,22.62,3.09
STMN0573435711,4.852525,25.99,4.07
STMN0573435722,9.686402,10.3,3.71
STMN0573435726,2.358917,29.71,1.37
STMN0573435832,8.71464,25.87,1.83
STMN0573435841,12.343751,9.48,1.7
STMN0573435866,9.677028,10.28,6.8
STMN0573435903,49.671651,13.8,4.04
STMN0573435912,5.307238,20.95,2.74
STMN0573435941,19.781925,22.89,1.97
STMN0573435943,2.470548,24.32,14.53
STMN0573435947,2.013651,23.03,1.06
STMN0573435950,123.328728,7.21,1.14
STMN0573436035,16.542973,17.68,1.13
STMN0573436040,2.793129,31.87,0.8
STMN0573436042,0.114975,3.41,36.18
STMN0573436047,1.813712,29.69,1.74
STMN0573436051,2.853442,27.37,1.04
STMN0573436056,3.164112,23.73,8.79
STMN0573436060,13.179085,17.05,1.16
STMN0582430239,17.771152,18.08,1.7
STMN0582430243,31.530685,15.78,0.77
STMN0582430267,108.107267,9.72,3.23
STMN0582430304,2.015208,37.22,1.21
STMN0582430309,8.216297,13.81,1.03
STMN0582430316,3.989934,7.28,2.9
STMN0582430324,2.838499,27.13,0
STMN0582430332,23.05406,10.38,2.43
STMN0582430337,2.63956,29.46,2.59
STMN0582430343,2.357317,21.78,3.12
STMN0582430558,3.569149,29.1,1.1
STMN0582430669,6.042737,9.13,2.34
STMN0582430684,3.953594,17.1,2.34
STMN0582504603,3.918396,30.93,3.14
STMN0583051431,10.767364,0,8.4
STMN0583435187,21.993874,4.6,4.08
STMN0583435211,15.972186,13.31,1.29
STMN0583435232,3.554829,2.7,0
STMN0583435247,17.332397,18.28,1.12
STMN0583435252,0.233666,0,35.27
STMN0583435254,24.471046,12.94,2.19
STMN0583435264,5.417346,11.79,1.16
STMN0583435267,0.438183,19.95,7.27
STMN0583435272,4.602835,22.13,0.67
STMN0583435274,6.197678,30.29,0.47
STMN0583435398,28.710604,6.39,0
STMN0583435421,28.124988,9.62,4.34
STMN0584434368,12.281013,12.25,14.73
STMN0584434369,6.860455,7.47,30.7
STMN0584434370,36.02567,7.5,2.36
STMN0584434372,198.33076,11.13,4.36
STMN0584434387,27.831154,23.86,1.12
STMN0584434436,3.264079,8.73,3.1
STMN0584434438,6.183231,24.26,3.71
STMN0584434444,1.661543,12.51,4.23
STMN0584434448,5.182201,20.64,8.25
STMN0584434455,20.834629,16.97,0.94
STMN0584434463,6.798142,12.72,2.29
STMN0584434467,0.217352,15.61,23
STMN0584434473,50.079991,11.9,7.56
STMN0584434477,3.962165,26.69,8.24
STMN0584434494,1.780033,5.78,65.58
STMN0584434506,2.640171,24.36,1.91
STMN0584434510,28.115352,20.67,3.12
STMN0584434520,3.771241,28.97,0.49
STMN0584434556,1.380973,30.53,0
STMN0584434574,10.644591,19.27,1.85
STMN0584434652,17.899782,19.2,0.21
STMN0584435002,3.287662,26.34,1.3
STMN0584435010,6.512733,24.33,1.57
STMN0584435040,27.080426,18.67,3.44
STMN0584435058,2.423816,21.95,2.28
STMN0584435065,2.020244,13.39,20.41
STMN0584435094,7.126127,11.86,3.61
STMN0584435119,2.54451,10.16,6.75
STMN0584504757,8.484862,9.9,7.05
STMN0584504796,6.887258,12.57,3.03
STMN0591429769,1.512048,31.02,7.11
STMN0591429771,16.816678,13.76,2.9
STMN0591429791,10.85705,12.25,1.24
STMN0591429810,4.705352,9.82,3.26
STMN0591429814,3.472286,17.22,1
STMN0591429823,7.021524,13.19,7.1
STMN0591429829,3.418626,24.89,2.54
STMN0591429831,6.65439,9.2,7.45
STMN0591429846,4.036024,26.03,1.83
STMN0591429854,10.604849,19.92,3.73
STMN0591429856,4.535078,26.88,1.98
STMN0591429866,23.090704,16.27,2.83
STMN0591429888,6.117016,23.32,0.94
STMN0591429914,5.845411,20.29,1.81
STMN0591429942,1.942868,35.31,0.7
STMN0591429946,85.462669,12.21,2.78
STMN0591430060,4.234359,9.16,10.14
STMN0591430070,3.473665,29.63,1.73
STMN0591430102,43.279726,8.88,1.69
STMN0591504432,14.043049,13.8,4.7
STMN0592095334,16.18504,19.18,0.69
STMN0592429148,7.649989,10.35,2.69
STMN0592429164,39.473033,18.07,7.27
STMN0592429213,55.592138,11.59,3.21
STMN0592429415,13.512464,0,4.5
STMN0592429426,1.980984,0,0
STMN0592429441,17.868132,10.54,1.32
STMN0592429449,5.125558,27.72,2
STMN0592429454,0.158082,0,18.57
STMN0592429456,3.327742,2.8,1.18
STMN0592429504,42.159704,19.54,1.62
STMN0592429506,2.952219,24.6,4.37
STMN0592429631,120.258706,10.5,2.87
STMN0592429705,21.446017,7.52,2.57
STMN0592429709,2.779778,30.55,1.1
STMN0592429720,9.653374,20.94,1.61
STMN0592429728,6.03476,15.33,3.49
STMN0593066457,0.560236,0,19.86
STMN0593086843,5.337822,0.46,9.4
STMN0593433622,4.392833,29.13,1.05
STMN0593433649,24.548928,13.67,11.76
STMN0593433656,3.414305,28.43,1.21
STMN0593433665,119.795182,20.03,2.57
STMN0593433676,8.580663,13.35,7.86
STMN0593433677,26.683803,15.13,1.53
STMN0593433698,9.106751,16.19,4.92
STMN0593433742,8.287413,8.93,6.68
STMN0593433973,1.066418,29.69,7.13
STMN0593433983,9.460605,20.71,4.62
STMN0593433992,2.758682,9.52,3.05
STMN0593434002,1.598196,30.59,0
STMN0593434006,0.109902,60.39,0
STMN0593434008,5.023788,28.54,3.11
STMN0593434020,14.219542,20.12,1.11
STMN0593434050,9.321729,5.25,0.45
STMN0593434051,18.157817,15.54,7.83
STMN0593434055,1.69446,28.96,1.86
STMN0593434071,0.962117,18.74,2.75
STMN0593434081,0.617466,22.94,5.35
STMN0593434094,2.197515,29.2,0.6
STMN0593434095,0.427263,0,10.5
STMN0593434138,0.320272,14.98,16.14
STMN0593434325,6.42482,17.44,2.75
STMN0594083813,6.732874,14.29,0.56
STMN0594433209,0.906913,0,4.11
STMN0594433217,31.861285,13.44,2.77
STMN0594433243,21.584728,12.57,5.63
STMN0594433245,25.191148,19.41,2.17
STMN0594433251,15.417714,20.87,2.36
STMN0594433252,4.990059,15.96,5.43
STMN0594433261,1.596847,34.01,4.82
STMN0594433296,5.81987,20.89,2.32
STMN0594433350,4.638464,22.06,0.77
STMN0594433373,1.666484,34.54,1.78
STMN0594433375,0.46534,0.06,1.72
STMN0594433389,2.423302,7.73,2.65
STMN0594433420,1.106924,0,3.1
STMN0594433423,0.909688,0,6.07
STMN0594433428,1.03247,27.33,4.54
STMN0594433429,0.370419,51.91,3.01
STMN0594433446,0.778187,0,6.36
STMN0594433451,2.736424,3.9,1.98
STMN0594433452,1.901599,18.04,6.64
STMN0594433465,2.533548,2.67,40.79
STMN0594433469,3.92932,11.24,88.2
STMN0594433505,5.299575,24.48,0.51
STMN0594433524,8.986313,9.29,4.18
STMN0594433560,1.255517,31.72,4.15
STMN0594433566,2.487626,36.95,1.45
STMN0594433587,4.11521,25.36,2.59
STMN0601070002,2.52088,16.46,11.9
STMN0601084336,155.985074,17.16,1.71
STMN0601428588,78.533601,15.44,2.93
STMN0601428602,38.679709,19.41,2.3
STMN0601428604,3.855995,33.85,0.79
STMN0601428616,8.252342,14.48,0.7
STMN0601428618,6.524312,21.65,0.94
STMN0601428619,53.771296,17.19,1
STMN0601428620,1.296645,22.56,1.49
STMN0601428629,42.562991,14.22,4.26
STMN0601428632,4.745367,11.47,4.05
STMN0601428636,11.138466,14.32,5.66
STMN0601428660,2.277209,25.83,2.09
STMN0601428673,2.606614,26.46,2.88
STMN0601428690,3.904249,18.11,4.14
STMN0601428691,3.052988,15.41,3
STMN0601428851,2.380118,16.73,2.03
STMN0601428856,1.189162,44.28,0.24
STMN0601428861,4.673279,18.93,1.33
STMN0601428867,26.369867,16.82,3.04
STMN0601428934,5.062164,25.84,0.6
STMN0601428941,3.37794,2.44,0.05
STMN0601428968,13.68275,21.82,1.87
STMN0601429039,34.647979,20.55,0
STMN0601429048,4.735403,25.9,1.88
STMN0601429092,0.143643,0,33.3
STMN0601429101,6.451241,0,5.82
STMN0601505534,3.47687,10.92,1.56
STMN0601512376,1.702437,22.13,0.05
STMN0602428079,73.982312,12.98,1.8
STMN0602428082,28.452134,9.39,1.07
STMN0602428520,2.812202,27.54,2.42
STMN0603078760,0.474515,18.58,4.57
STMN0603083166,0.908923,28.82,8.03
STMN0603432621,0.688183,37.49,0
STMN0603432624,2.425631,19.19,0.22
STMN0603432638,57.5047,21.18,2.73
STMN0603432679,68.380303,15.83,3.88
STMN0603432689,33.195424,21.21,1.68
STMN0603432740,4.28942,20.1,2.42
STMN0603432741,0.202419,25.55,37.29
STMN0603432747,4.948368,16.92,0.46
STMN0603432748,10.174685,22.19,1.41
STMN0603432749,9.864868,4.56,3.04
STMN0603432832,48.705051,13.6,1.94
STMN0603432843,34.026473,6.31,0.54
STMN0603432890,8.133548,9.53,1.69
STMN0603432911,3.175299,20.88,1.79
STMN0603432914,0.613183,39.98,3.63
STMN0603432915,10.437263,16.29,7.88
STMN0603432928,5.845437,31.41,1.94
STMN0603432955,32.596146,20.32,2.75
STMN0603433026,12.256248,24.83,0.38
STMN0603433038,5.059794,17.54,2.31
STMN0603433072,0.240283,26.66,0
STMN0603433197,85.909411,13.81,4.36
STMN0603504627,7.741475,16.54,1.5
STMN0604075850,7.27309,9.86,0
STMN0604082432,135.978885,19.24,2.31
STMN0604086842,44.091316,15.47,1.14
STMN0604432039,95.47313,15.02,2.5
STMN0604432043,111.51864,12.66,0.56
STMN0604432049,2.274926,37.06,2.81
STMN0604432056,3.416614,23.03,0.94
STMN0604432058,80.183725,18.1,3.11
STMN0604432090,5.463859,17.1,6.11
STMN0604432091,7.541236,8.85,4.45
STMN0604432293,52.309634,22.36,0.08
STMN0604432308,24.003732,18.2,0.14
STMN0604432328,1.799578,35.76,1.12
STMN0604432464,2.086153,14.21,1.07
STMN0604432479,1.253637,11.87,11.38
STMN0604432487,57.360776,15.29,0.91
STMN0604432488,1.760511,6.41,7.33
STMN0604432516,5.586388,41.83,0.93
STMN0604432518,1.187661,13.76,0
STMN0604432614,9.948355,0.07,0
STMN0611061924,0.701226,32.58,1.31
STMN0611066270,0.228611,87.1,1.15
STMN0611082121,5.241632,14.06,6.25
STMN0611427486,5.851401,9.58,11.3
STMN0611427500,35.778171,17.73,2.71
STMN0611427501,136.553842,20.07,2.6
STMN0611427516,6.44521,16.12,2.18
STMN0611427565,77.446008,14.3,6.32
STMN0611427586,26.322117,6.95,2.72
STMN0611427599,1.444228,36.96,2.16
STMN0611427614,5.402979,18.07,2.73
STMN0611427656,4.448787,7.57,0.11
STMN0611427669,1.436108,18.68,0
STMN0611427685,0.894471,22.14,5.9
STMN0611427730,3.255469,13.64,3.59
STMN0611427735,3.977741,14.52,2.1
STMN0611427736,1.422054,14.28,0.47
STMN0611427739,2.173248,8.96,0.65
STMN0611427779,5.41334,21.34,0.87
STMN0611427792,11.906071,15.9,1.44
STMN0611427852,6.449564,7.49,5.06
STMN0611427859,6.205109,13.84,1.41
STMN0611427872,10.661359,15.99,0.32
STMN0611427874,10.169408,9.43,3.79
STMN0611428063,0.119226,43.93,13.32
STMN0611428067,1.71168,41.92,1.73
STMN0611428073,1.771063,37.91,0
STMN0612092710,6.057238,12.5,0.7
STMN0612426507,49.199234,16.06,2.55
STMN0612426523,49.262157,7.4,3.03
STMN0612426553,163.227585,17.3,2.09
STMN0612427158,7.815689,20.96,3.72
STMN0612427164,5.558439,5.54,0.78
STMN0612427183,1.60262,30.27,4.72
STMN0612427231,5.774574,11.59,0.77
STMN0612427235,1.477677,30.21,2.27
STMN0612427244,2.679508,16.72,2.42
STMN0612427248,4.729032,21.11,1.25
STMN0612427251,0.630112,23.3,7.34
STMN0612427255,2.038773,28.3,1.51
STMN0612427257,21.831154,19.35,1.87
STMN0612427397,0.912786,16.87,8.14
STMN0612427409,1.47255,40.65,8.55
STMN0612427415,1.246899,31.34,6.63
STMN0613431462,2.477391,14.46,2.25
STMN0613431468,3.072821,23.6,3.83
STMN0613431470,4.386903,14.22,0.32
STMN0613431480,31.752153,32.15,2.51
STMN0613431494,2.80229,18.4,1.57
STMN0613431497,1.27644,22.17,1.61
STMN0613431499,2.104172,46.63,0.56
STMN0613431510,0.417216,47.32,7.25
STMN0613431542,4.737708,30.94,1.54
STMN0613431563,6.662151,15.87,1.4
STMN0613431570,3.785299,17.61,1.28
STMN0613431572,1.193091,26.47,5.57
STMN0613431599,1.361869,19.45,2.59
STMN0613431660,72.134826,15.71,1.43
STMN0613431674,6.278773,11.38,0.68
STMN0613431685,10.126843,23.5,2.39
STMN0613431688,0.430899,32.53,8.84
STMN0613431699,18.822826,12.64,0.4
STMN0613431716,2.321886,31.35,1.14
STMN0613431815,19.099535,25.81,0.43
STMN0613431816,0.565294,32.07,10.4
STMN0613432027,26.093487,21.62,1.33
STMN0614072479,3.247034,1.15,0
STMN0614072481,26.986149,17.54,3.09
STMN0614072482,13.013851,0,8.46
STMN0614081395,4.223689,0,13.03
STMN0614084382,13.449053,22.15,2.86
STMN0614093393,1.184418,5.43,14.42
STMN0614093403,75.705395,13.93,1.62
STMN0614094614,2.075004,19.12,9.84
STMN0614430770,4.841794,15.69,1.46
STMN0614430798,33.699376,15.16,3.84
STMN0614430807,0.022806,0,37.25
STMN0614430834,1.093435,29.69,1.71
STMN0614430865,4.639552,28.36,1.86
STMN0614430876,1.010398,35.51,7.63
STMN0614430884,14.72777,22.13,5.23
STMN0614430974,2.555452,24.79,1.81
STMN0614431095,2.103838,8.88,0
STMN0614431109,5.590096,22.53,0.82
STMN0614431136,4.442394,0,14.81
STMN0614431149,37.265638,13.89,4.52
STMN0614431163,13.395927,24.94,1.26
STMN0614431175,0.970172,0,7.06
STMN0614431177,0.417365,0,13.06
STMN0614431204,6.489606,1.62,8.1
STMN0614431231,8.530857,0.98,3.11
STMN0614431263,2.54368,17.03,1.28
STMN0614431265,1.012656,22.48,4.73
STMN0614431328,254.84726,10.58,2.07
STMN0614431452,25.591589,17.63,2.95
STMN0614514933,0.874257,34.4,10.34
STMN0641048921,23.857842,11.77,1.86
STMN0641048922,14.23236,17.24,10.58
STMN0642048576,19.756765,23.32,4.61
STMN0642048616,1.599971,34.45,3.66
STMN0642048728,0.398646,20.11,12.33
STMN0642048778,4.610204,12.52,1.06
STMN0642048960,13.102251,5.82,10.65
STMN0642049136,3.098131,11.98,2.35
STMN0642049206,9.510208,21.51,1.52
STMN0642049297,6.80464,3.22,11.24
STMN0642049540,8.430114,16.15,5.32
STMN0642049772,0.962921,0,20.6
STMN0642049895,11.555943,10.45,1.79
STMN0642050061,31.284175,8.45,4.99
STMN0642050167,1.288118,25.79,1.14
STMN0642050191,3.74876,12.06,3.13
STMN0642050208,7.369016,12.5,1.93
STMN0642050243,0.57731,24.14,2.47
STMN0642067337,1.612216,40.92,2.34
STMN0642084388,3.532452,31.63,0.42
STMN0642513625,1.448412,0,0
STMN0642513629,1.675685,0,0
STMN0642513631,8.187746,0,0
STMN0642513634,8.036041,3.06,3.31
STMN0642513637,11.575683,32.22,1.1
STMN0642513645,4.634346,0,13.58
STMN0642513909,2.827312,12.02,0
STMN0642515050,4.933976,3.67,3.14
STMN0651048556,4.175033,0,9.04
STMN0651048561,2.372574,0,6.19
STMN0651048577,11.119119,0,7.86
STMN0651048611,8.657993,0,4.36
STMN0651048788,49.458134,5.33,8.46
STMN0651048897,67.973189,19.24,7
STMN0651049031,2.992264,0,21.01
STMN0651049049,6.058011,0.14,6.14
STMN0651049059,0.836687,62.16,13.09
STMN0651049124,2.314462,37.64,1.38
STMN0651049132,0.769649,65.94,1.44
STMN0651049197,0.620732,0,2.93
STMN0651049246,2.998873,13.99,0.34
STMN0651049250,68.400114,28.54,4.44
STMN0651049261,0.152383,0,11.04
STMN0651049289,5.359827,22.37,3.21
STMN0651049305,1.329206,44.98,2.03
STMN0651049383,14.168906,33.92,2.59
STMN0651049506,5.405806,16.5,19.59
STMN0651049616,1.157742,27.06,2.3
STMN0651049677,4.670394,22.09,12
STMN0651049695,4.352776,22.54,2.67
STMN0651049703,0.635921,12.15,4.79
STMN0651049730,5.015599,11.56,10.42
STMN0651049756,1.861384,41.49,1.49
STMN0651049813,17.764695,17.29,7.46
STMN0651049968,7.726894,14.08,1.47
STMN0651049974,2.749479,15.36,4.45
STMN0651050307,49.607091,9.04,9.35
STMN0651050386,49.810717,17.43,4.68
STMN0651050452,1.137472,0.06,1.91
STMN0651073159,13.767723,0.2,6.67
STMN0651086637,4.546864,0,19.56
STMN0651086841,6.291372,7.06,4.73
STMN0651088249,0.772892,30.94,8.78
STMN0651088411,17.904685,15.7,3.86
STMN0651088671,1.79899,9.78,8.35
STMN0651088674,38.106004,18.04,8.68
STMN0651089279,0.957461,61.61,1.37
STMN0651091564,0.588487,0,9.46
STMN0651091592,2.662172,0,5.04
STMN0651506514,0.344473,0,34.4
STMN0652048515,2.370365,8.36,1.85
STMN0652048671,30.003668,7.06,4.91
STMN0652048751,1.012706,0,2.59
STMN0652048978,29.829492,8.11,5.89
STMN0652049004,1.538959,0,2.29
STMN0652049068,2.0566,0.03,1.24
STMN0652049325,2.633639,0,1.92
STMN0652049430,40.758717,14.82,2.86
STMN0652049553,2.762946,0.46,4.94
STMN0652049559,1.631019,37.19,3.27
STMN0652049659,28.753634,22.36,3.42
STMN0652049686,24.28956,5.87,7.97
STMN0652049761,2.77323,12.5,2.22
STMN0652049897,9.473637,26.2,1.18
STMN0652050010,39.988819,9.04,9.65
STMN0652050015,2.569947,20.05,2.08
STMN0652050110,14.785072,5.06,10.55
STMN0652050262,25.711379,18.79,4.75
STMN0652050282,22.913605,16.98,2
STMN0652050341,0.942815,0,0
STMN0652050367,1.280857,27.75,2.23
STMN0652050381,1.283109,27.32,4.19
STMN0652050384,1.85728,0,2.99
STMN0652050388,50.418112,7.09,8.62
STMN0652050398,0.576792,33.97,4.49
STMN0652050417,11.15057,23.72,5.4
STMN0652050423,14.08304,18.81,3.35
STMN0652050424,2.365829,32.87,2.16
STMN0652050431,1.117772,0,4.34
STMN0652444668,4.563765,16.79,12.24
STMN0652444669,1.728508,22.64,9.01
STMN0653050491,14.765204,15.4,4.48
STMN0653050494,2.048813,8.68,2.12
STMN0653050511,0.658771,13.49,3.87
STMN0653050517,2.104335,35.1,7.72
STMN0653050548,31.182445,15.47,9.78
STMN0653050588,13.387482,9.25,2.11
STMN0653050598,16.58308,24,4.41
STMN0653050638,3.546582,26.42,1.79
STMN0653050662,4.6188,19.69,3.3
STMN0653050671,2.002587,0,4.59
STMN0653050694,6.505487,30.69,2.4
STMN0653050695,2.118266,43.52,1.29
STMN0653050701,3.308333,19.52,2.65
STMN0653050740,24.581892,19.34,3.34
STMN0653050755,13.807133,12.43,7.41
STMN0653050772,59.027545,30.85,2.82
STMN0653050797,4.144863,26.25,1.43
STMN0653050839,7.184987,21.96,17.91
STMN0653050876,2.224566,0.78,15.68
STMN0653050930,5.361311,0.05,8.73
STMN0653050940,37.935931,17.34,11.63
STMN0653050971,7.978083,34.61,7.64
STMN0653050983,2.270044,7.37,4.67
STMN0653050986,3.05376,1.09,3.67
STMN0653087883,4.560806,3.71,5.09
STMN0653092150,0.116684,76.81,20.43
STMN0653513618,0.553753,45.47,2.26
STMN0654050472,4.519745,6.02,0
STMN0654050483,7.182608,13.99,4.49
STMN0654051099,5.286656,18.07,3.17
STMN0654051103,62.093447,10.56,11.43
STMN0654066403,7.986521,11.2,2.15
STMN0654084941,0.060526,82.59,9.15
STMN0654450872,6.987188,22.42,1.67
STMN0654450875,22.617996,18.3,16.62
STMN0654450876,2.634118,27.47,1.85
STMN0654450877,10.3328,25.82,1.63
STMN0654450880,9.511043,8.41,10.07
STMN0654450881,1.244395,33.96,3.23
STMN0654450886,1.439979,39.65,4.32
STMN0654450907,6.551588,26.58,2.81
STMN0654450914,14.653387,14.66,19.33
STMN0654450943,25.464791,14.89,13.25
STMN0654450949,1.615035,34.67,2.37
STMN0654450950,4.052014,18.14,0.99
STMN0654450960,1.874945,27.91,1.37
STMN0654450965,2.304164,22.81,1.49
STMN0654450977,18.810474,12.32,1.42
STMN0654450995,0.857875,44.47,3.05
STMN0654451024,18.007421,20.78,2.25
STMN0654451042,10.115363,21.2,1.82
STMN0654451045,0.928736,38.65,4.58
STMN0654451068,10.825817,21.24,2.39
STMN0654451076,1.333312,41.22,7.27
STMN0654451085,0.655976,0,9.84
STMN0654451095,8.265711,23.83,8.11
STMN0654451136,8.646219,12.97,5.48
STMN0654451139,2.062529,19.21,1.67
STMN0654451162,5.801493,25.62,3.65
STMN0654451168,1.103243,28.44,3.38
STMN0654451176,6.198092,19.74,4.39
STMN0654451184,4.901295,36.04,2.64
STMN0654451192,4.866273,21.4,1.78
STMN0654451205,1.399524,26.72,1.72
STMN0654451213,1.138135,46.09,5.53
STMN0654451231,5.882659,30.71,2.4
STMN0654451239,3.702846,12.99,1.56
STMN0654451248,2.056981,19.62,2.35
STMN0654451256,2.095515,24.33,4.47
STMN0654451272,6.65498,14.75,3.72
STMN0654451275,2.503679,30.64,1.37
STMN0654451293,1.910524,30.9,3.76
STMN0654451294,3.905082,20.38,3.18
STMN0654451297,2.210852,17.76,2.4
STMN0654451301,0.328881,55.71,39.92
STMN0654451309,5.864321,16.14,36.3
STMN0654451321,1.028065,37.22,2.76
STMN0654451327,2.235013,23.28,2.06
STMN0654451336,6.103442,18.65,4.39
STMN0654451341,1.98581,20.83,2.22
STMN0654451354,7.658818,30.72,4.09
STMN0654451364,1.602317,0.17,3.01
STMN0654451368,1.975533,12.47,3.55
STMN0654451384,3.368348,14.75,1.81
STMN0654451397,13.268391,10.72,4.4
STMN0654451416,4.768518,10.83,2.02
STMN0654451423,1.846305,37.59,3.46
STMN0654451437,27.800982,15.11,2.98
STMN0654451456,9.752864,17.69,2.53
STMN0654451467,4.578071,24.78,1.86
STMN0654451476,7.129329,8.5,3.42
STMN0654451504,11.120596,10.43,1.73
STMN0654451513,2.541766,16.89,2.18
STMN0654451519,1.861765,32.96,3.76
STMN0654451531,1.877453,48.62,1.48
STMN0654511927,5.031783,14.55,2.83
STMN0654511951,2.764922,27.99,1.14
STMN0654511989,16.541763,5.53,22.02
STMN0661049619,43.898968,17.69,1.83
STMN0661050406,1.662165,10.58,0.32
STMN0661444279,8.119794,24.96,3.28
STMN0661444395,24.484552,0,0
STMN0661444396,0.791814,36.92,4.55
STMN0661444410,0.644208,0,4.29
STMN0661444411,3.500549,20.3,4.42
STMN0661444427,1.464173,4.81,2.05
STMN0661444482,28.996611,22.13,8.79
STMN0661444507,1.764946,0,5.09
STMN0661444512,28.413241,15.82,5.88
STMN0661444522,20.491299,1.86,1.04
STMN0661444533,16.375294,0,0
STMN0661444558,4.888691,0,0
STMN0661444564,3.977652,0,0
STMN0661444567,0.887702,0,0
STMN0661510493,3.058434,0,0
STMN0661512057,1.290876,0,1.67
STMN0662079785,11.757291,0,1.28
STMN0662079947,9.202047,22.91,27.54
STMN0662082429,3.367465,11.37,3.21
STMN0662444031,1.682274,7.15,1.64
STMN0662444032,2.404142,23.51,3.22
STMN0662444034,65.846275,21.49,1.35
STMN0662444066,1.517192,27.14,10.76
STMN0662444072,1.897883,34.57,0.44
STMN0662444073,48.397939,6.12,2.4
STMN0662444078,10.397599,21.86,1.18
STMN0662444080,0.374663,49.25,24.89
STMN0662444126,5.667253,26.13,3.36
STMN0662444138,22.995091,10.23,10.31
STMN0662444171,21.031778,5.37,4.39
STMN0662444173,18.476377,31.16,3.85
STMN0662444237,5.895673,19.49,4.61
STMN0662444256,25.772204,14.19,2.3
STMN0663058284,23.610962,0,7.23
STMN0663450787,14.772406,14.47,1.1
STMN0663510325,67.389769,0,0
STMN0671063847,4.446574,19.77,0
STMN0671064178,6.470135,0,2.15
STMN0671064242,6.215609,45.66,1.81
STMN0671077808,5.731579,3.85,10.62
STMN0671443964,19.991663,32.38,4.08
STMN0672059858,37.433686,2.26,6.88
STMN0672443781,12.393285,21.77,26.87
STMN0672443787,4.987673,17.26,0.69
STMN0672443791,1.546291,34.28,3.26
STMN0672443820,25.129926,7.49,5.43
STMN0672443826,2.848471,10.03,4.21
STMN0672443835,6.78624,27.01,1.28
STMN0672443839,2.467527,12.74,2.16
STMN0672443847,6.679941,13.84,1
STMN0672443857,6.516892,4.04,26.54
STMN0672443863,1.750631,35.11,1.3
STMN0672443876,5.599192,22.67,1.89
STMN0672443892,11.445734,17.33,2.72
STMN0673450601,1.061482,11.07,4.32
STMN0673450616,8.333772,19.54,0.63
STMN0673450621,8.719938,13.56,0.1
STMN0673450650,2.679128,0,1.05
STMN0673450662,15.492105,9.3,7.32
STMN0673450668,5.519822,21.48,11.66
STMN0673450672,9.887291,17.92,8.83
STMN0673450675,0.507619,47.76,11.86
STMN0673450695,10.541656,20.61,6.58
STMN0674450527,4.061795,20.66,0.85
STMN0674450554,0.860707,0,0
STMN0681068093,19.161222,15.18,2.82
STMN0681443207,4.529144,15.78,1.11
STMN0681443214,5.820204,13.95,2.21
STMN0681443223,1.187675,17.23,3
STMN0681443275,5.936975,13.33,2.43
STMN0681443287,6.180749,18.36,3.11
STMN0681443296,4.203614,26.35,2.27
STMN0681443321,7.355065,18.78,10.16
STMN0681443332,23.883253,33.66,2.19
STMN0681443505,0.574351,55.35,5.02
STMN0681443506,8.580279,34.15,5.7
STMN0681443523,3.206153,19.11,1.33
STMN0681443525,0.231668,51.54,12.56
STMN0681443529,3.998912,26.36,1.16
STMN0681443538,11.304031,18.37,2.28
STMN0681443546,12.277331,8.85,1.35
STMN0681443568,16.499061,36.72,0.89
STMN0681443687,63.006406,13.83,3.59
STMN0681443705,22.577279,15.19,3.24
STMN0682078395,2.739874,10.33,2.89
STMN0682442671,23.146361,18.64,5.04
STMN0682442694,2.444068,20.84,1.12
STMN0682442730,15.459536,21.57,2.67
STMN0682442734,14.86225,17.77,6.29
STMN0682442738,2.87269,21.17,1.39
STMN0682442742,3.399953,17.42,9.32
STMN0682442747,3.622831,27.16,0.69
STMN0682442751,3.431784,21.97,0.57
STMN0682442798,1.237888,0.84,3.59
STMN0682442898,6.522421,7.34,6.06
STMN0682442904,23.64891,4.06,7.1
STMN0682442967,3.070777,0.93,5.15
STMN0682442975,7.761247,17.33,1.47
STMN0682442980,15.747396,10.58,5.97
STMN0682442994,10.39806,7.5,1.37
STMN0682443005,8.263092,5.03,1.33
STMN0682443013,2.307149,29.44,4.45
STMN0682443015,23.93499,3.49,3.29
STMN0682443024,19.924026,18.53,1.93
STMN0682443037,1.750345,21.7,4.6
STMN0682443040,40.60613,18.06,3.15
STMN0682443041,4.168774,18.11,1.3
STMN0682443050,1.806013,57.5,1.48
STMN0682443069,16.128598,11.06,6.06
STMN0682443096,2.077221,24.26,3.75
STMN0682443100,2.237183,27.38,2.23
STMN0682443103,2.657294,21.35,2.78
STMN0682443110,6.569278,18.4,1.81
STMN0682443112,1.397311,27.2,1.96
STMN0682443168,0.166891,95.65,1.38
STMN0682443195,1.825427,26.84,7.47
STMN0683450009,6.606527,13.08,3.53
STMN0683450016,25.750778,26.75,0.91
STMN0683450023,0.066605,0,7.82
STMN0683450049,44.652279,16.53,2.52
STMN0683450054,0.896941,57.1,18.01
STMN0683450057,15.51649,19.8,3.72
STMN0683450061,0.19487,2.35,14.53
STMN0683450066,0.743033,31.94,5.48
STMN0683450082,16.208561,24.39,0.51
STMN0683450090,2.538117,24.24,2.4
